city,min_lon,min_lat,max_lon,max_lat
barcelona,2.008405485572937,41.27922375631387,2.271972897970545,41.50611235847316
brighton,-0.944095,50.6474025,0.693275,51.058867500000005
dublin,-6.6789374788479865,53.04725798843552,-5.8597569054773615,53.783301551882886
london,-0.7214993,51.1854649,0.5452357,51.7932055
milan,8.981267056203716,45.34941933565196,9.337343084467363,45.57325224868626
